,Amount,Count,Cycle,Destination,Party,RealCode
292,0.0,0,1996,Cand,I,M
798,0.0,0,1996,Cand,R,g
797,0.0,0,1996,Cmte,R,g
796,0.0,0,1996,Cand,3,g
795,0.0,0,1996,Cmte,3,g
794,0.0,0,1996,Cand,L,g
793,0.0,0,1996,Cmte,L,g
258,0.0,0,1996,Cmte, ,J
259,0.0,0,1996,Cand, ,J
260,0.0,0,1996,Cmte,I,J
86,0.0,0,1996,Cmte, ,E
261,0.0,0,1996,Cand,I,J
263,0.0,0,1996,Cand,U,J
792,0.0,0,1996,Cand,I,g
791,0.0,0,1996,Cmte,I,g
790,0.0,0,1996,Cand,D,g
789,0.0,0,1996,Cand, ,g
788,0.0,0,1996,Cmte, ,g
289,0.0,0,1996,Cmte, ,M
290,0.0,0,1996,Cand, ,M
291,0.0,0,1996,Cmte,I,M
262,0.0,0,1996,Cmte,U,J
1409,0.0,0,1996,Cand,3,x
1164,0.0,0,1996,Cand,D,m
1411,0.0,0,1996,Cand,R,x
213,834733.0,1422,1996,Cand,R,J
214,2305489.0,815,1996,Cmte,R,J
215,126800.0,311,1996,Cand,3,K
216,28592.0,28,1996,Cmte,3,K
217,7297817.0,10400,1996,Cand,D,K
218,25300465.0,11834,1996,Cmte,D,K
219,41720.0,86,1996,Cand,L,K
220,13100.0,19,1996,Cmte,L,K
212,46257.0,8,1996,Cmte,L,J
221,4139806.0,6435,1996,Cand,R,K
1488,0.0,0,1996,Cand,U,z
1410,0.0,0,1996,Cmte,R,x
222,6934912.0,6692,1996,Cmte,R,K
223,1150.0,5,1996,Cand,3,L
224,98826.0,180,1996,Cand,D,L
225,9391409.0,862,1996,Cmte,D,L
227,231435.0,69,1996,Cmte,R,L
228,175592.0,313,1996,Cand,3,M
1487,0.0,0,1996,Cmte,U,z
211,10500.0,19,1996,Cand,L,J
210,1487173.0,877,1996,Cmte,D,J
209,1209380.0,1891,1996,Cand,D,J
190,256283.0,567,1996,Cand,3,G
191,193829.0,120,1996,Cmte,3,G
192,3000855.0,4012,1996,Cand,D,G
193,19478374.0,5195,1996,Cmte,D,G
194,116767.0,225,1996,Cand,L,G
195,46433.0,97,1996,Cmte,L,G
196,4763021.0,7058,1996,Cand,R,G
197,23161503.0,14374,1996,Cmte,R,G
198,1000.0,1,1996,Cmte, ,H
199,258774.0,675,1996,Cand,3,H
200,223774.0,215,1996,Cmte,3,H
201,2725447.0,4177,1996,Cand,D,H
202,12236275.0,5086,1996,Cmte,D,H
203,119570.0,253,1996,Cand,L,H
204,42642.0,80,1996,Cmte,L,H
205,3624381.0,6286,1996,Cand,R,H
206,15158566.0,13309,1996,Cmte,R,H
207,73940.0,167,1996,Cand,3,J
208,53774.0,48,1996,Cmte,3,J
229,106500.0,22,1996,Cmte,3,M
230,738305.0,982,1996,Cand,D,M
231,7389361.0,1038,1996,Cmte,D,M
232,61037.0,90,1996,Cand,L,M
256,410690.0,393,1996,Cmte,3,Y
257,3885470.0,9049,1996,Cand,D,Y
258,17681546.0,13014,1996,Cmte,D,Y
259,330489.0,667,1996,Cand,L,Y
260,221591.0,349,1996,Cmte,L,Y
261,6325091.0,13243,1996,Cand,R,Y
262,25339753.0,45013,1996,Cmte,R,Y
263,9623280.0,1740,1996,Cand,3,Z
264,2980.0,50,1996,Cmte,3,Z
265,10098250.0,731,1996,Cand,D,Z
266,15516916.0,900,1996,Cmte,D,Z
267,3801.0,38,1996,Cand,I,Z
268,-83400.0,148,1996,Cand,L,Z
269,10172.0,19,1996,Cmte,L,Z
270,-1112747.0,2796,1996,Cand,R,Z
271,44242254.0,1017,1996,Cmte,R,Z
272,5775.0,14,1996,Cand,U,Z
273,10000.0,1,1996,Cmte,D,e
274,10000.0,1,1996,Cmte,D,g
255,506620.0,1390,1996,Cand,3,Y
1486,0.0,0,1996,Cand,R,z
254,4350.0,11,1996,Cmte, ,Y
252,5379534.0,11159,1996,Cand,R,X
233,34145.0,43,1996,Cmte,L,M
234,2022293.0,3039,1996,Cand,R,M
235,12677712.0,5540,1996,Cmte,R,M
236,78464.0,202,1996,Cand,3,T
237,56893.0,22,1996,Cmte,3,T
238,780721.0,1097,1996,Cand,D,T
239,6563698.0,1191,1996,Cmte,D,T
240,500.0,1,1996,Cand,I,T
241,34037.0,58,1996,Cand,L,T
242,21445.0,44,1996,Cmte,L,T
243,1820836.0,2769,1996,Cand,R,T
244,11531601.0,4933,1996,Cmte,R,T
245,950.0,3,1996,Cmte, ,X
246,662984.0,1740,1996,Cand,3,X
247,230812.0,201,1996,Cmte,3,X
248,4527969.0,9423,1996,Cand,D,X
249,9570292.0,13163,1996,Cmte,D,X
250,128286.0,285,1996,Cand,L,X
251,128920.0,172,1996,Cmte,L,X
253,24480184.0,46519,1996,Cmte,R,X
1485,0.0,0,1996,Cmte,R,z
226,7950.0,10,1996,Cand,R,L
1483,0.0,0,1996,Cmte,3,z
157,479239.0,95,1996,Cmte,3,C
158,2183524.0,2883,1996,Cand,D,C
159,19943572.0,3330,1996,Cmte,D,C
160,72031.0,143,1996,Cand,L,C
161,103388.0,144,1996,Cmte,L,C
162,1949053.0,2897,1996,Cand,R,C
163,14132321.0,4486,1996,Cmte,R,C
156,96820.0,245,1996,Cand,3,C
164,11275.0,30,1996,Cand,3,D
166,101700.0,184,1996,Cand,D,D
167,1476053.0,256,1996,Cmte,D,D
168,7570.0,23,1996,Cand,L,D
169,4533.0,15,1996,Cmte,L,D
170,214266.0,359,1996,Cand,R,D
171,2316259.0,650,1996,Cmte,R,D
172,50130.0,111,1996,Cand,3,E
165,2250.0,3,1996,Cmte,3,D
173,396490.0,38,1996,Cmte,3,E
155,2721.0,2,1996,Cmte, ,C
153,2247531.0,3508,1996,Cand,R,B
1412,0.0,0,1996,Cmte,U,x
1413,0.0,0,1996,Cand,U,x
139,69465.0,183,1996,Cand,3,A
140,48895.0,21,1996,Cmte,3,A
141,378804.0,638,1996,Cand,D,A
142,3478292.0,819,1996,Cmte,D,A
143,19904.0,34,1996,Cand,L,A
154,8179715.0,7235,1996,Cmte,R,B
144,8387.0,19,1996,Cmte,L,A
146,12783375.0,5385,1996,Cmte,R,A
147,110900.0,231,1996,Cand,3,B
148,24474.0,25,1996,Cmte,3,B
1484,0.0,0,1996,Cand,3,z
150,5361497.0,1540,1996,Cmte,D,B
151,40008.0,77,1996,Cand,L,B
152,16941.0,45,1996,Cmte,L,B
145,1259253.0,2083,1996,Cand,R,A
174,551055.0,715,1996,Cand,D,E
149,1036740.0,1367,1996,Cand,D,B
189,800.0,2,1996,Cmte, ,G
186,175257.0,88,1996,Cmte,L,F
187,9933413.0,14475,1996,Cand,R,F
188,44892817.0,17868,1996,Cmte,R,F
175,6853498.0,1085,1996,Cmte,D,E
1475,0.0,0,1996,Cmte, ,z
1476,0.0,0,1996,Cand, ,z
1477,0.0,0,1996,Cmte,D,z
1478,0.0,0,1996,Cand,D,z
1479,0.0,0,1996,Cmte,I,z
1480,0.0,0,1996,Cand,I,z
176,16947.0,29,1996,Cand,L,E
177,7300.0,12,1996,Cmte,L,E
178,1558045.0,2346,1996,Cand,R,E
179,15408691.0,4695,1996,Cmte,R,E
180,1631.0,6,1996,Cmte, ,F
181,232032.0,521,1996,Cand,3,F
182,565581.0,143,1996,Cmte,3,F
183,5125383.0,6828,1996,Cand,D,F
184,36726348.0,6927,1996,Cmte,D,F
1481,0.0,0,1996,Cmte,L,z
1482,0.0,0,1996,Cand,L,z
185,120020.0,212,1996,Cand,L,F
954,0.0,0,2000,Cand,L,h
953,0.0,0,2000,Cmte,L,h
952,0.0,0,2000,Cand,I,h
370,4450.0,20,2000,Cand,3,L
369,161556.0,305,2000,Cand,U,K
368,14740078.0,11268,2000,Cmte,R,K
367,9989015.0,15475,2000,Cand,R,K
366,21956.0,41,2000,Cmte,L,K
955,0.0,0,2000,Cmte,3,h
411,373775.0,720,2000,Cmte,L,Y
365,66592.0,131,2000,Cand,L,K
376,147117.0,288,2000,Cand,3,M
375,368600.0,62,2000,Cmte,R,L
374,16950.0,32,2000,Cand,R,L
373,30704941.0,875,2000,Cmte,D,L
372,224460.0,563,2000,Cand,D,L
371,200.0,1,2000,Cmte,3,L
332,0.0,0,2000,Cmte, ,L
333,0.0,0,2000,Cand, ,L
334,0.0,0,2000,Cmte,I,L
335,0.0,0,2000,Cand,I,L
336,0.0,0,2000,Cmte,L,L
337,0.0,0,2000,Cand,L,L
338,0.0,0,2000,Cmte,U,L
339,0.0,0,2000,Cand,U,L
959,0.0,0,2000,Cand,U,h
958,0.0,0,2000,Cmte,U,h
957,0.0,0,2000,Cand,R,h
956,0.0,0,2000,Cand,3,h
364,41968914.0,17143,2000,Cmte,D,K
374,0.0,0,2000,Cand, ,T
362,134909.0,106,2000,Cmte,3,K
399,0.0,0,2000,Cmte, ,Y
400,0.0,0,2000,Cand, ,Y
401,0.0,0,2000,Cmte,I,Y
402,0.0,0,2000,Cmte,U,Y
349,8293398.0,14718,2000,Cand,R,H
348,96645.0,213,2000,Cmte,L,H
347,170751.0,339,2000,Cand,L,H
346,1000.0,1,2000,Cand,I,H
350,28443253.0,17910,2000,Cmte,R,H
345,20675009.0,10371,2000,Cmte,D,H
343,248566.0,225,2000,Cmte,3,H
342,424459.0,1157,2000,Cand,3,H
341,56700.0,86,2000,Cand,U,G
340,42560473.0,19621,2000,Cmte,R,G
339,10128737.0,16071,2000,Cand,R,G
338,195455.0,237,2000,Cmte,L,G
337,131163.0,264,2000,Cand,L,G
336,-1000.0,1,2000,Cand,I,G
344,6214569.0,10980,2000,Cand,D,H
363,13705381.0,21336,2000,Cand,D,K
351,45025.0,94,2000,Cand,U,H
353,89467.0,25,2000,Cmte,3,J
361,144427.0,298,2000,Cand,3,K
373,0.0,0,2000,Cmte, ,T
377,69760.0,34,2000,Cmte,3,M
375,0.0,0,2000,Cmte,I,T
376,0.0,0,2000,Cand,I,T
377,0.0,0,2000,Cmte,U,T
951,0.0,0,2000,Cmte,I,h
950,0.0,0,2000,Cand,D,h
352,161511.0,309,2000,Cand,3,J
949,0.0,0,2000,Cmte,D,h
947,0.0,0,2000,Cmte, ,h
360,13589.0,18,2000,Cand,U,J
359,3532626.0,632,2000,Cmte,R,J
358,2796859.0,5200,2000,Cand,R,J
357,76769.0,28,2000,Cmte,L,J
356,95316.0,262,2000,Cand,L,J
355,5095551.0,1017,2000,Cmte,D,J
354,4342014.0,7391,2000,Cand,D,J
948,0.0,0,2000,Cand, ,h
378,1327710.0,1936,2000,Cand,D,M
182,0.0,0,2000,Cand, ,F
380,1885.0,2,2000,Cand,I,M
421,0.0,0,2000,Cmte, ,X
416,362775.0,87,2000,Cmte,3,Z
417,1108903.0,1072,2000,Cand,D,Z
234,0.0,0,2000,Cmte, ,K
235,0.0,0,2000,Cand, ,K
236,0.0,0,2000,Cmte,I,K
415,1403799.0,277,2000,Cand,3,Z
237,0.0,0,2000,Cand,I,K
422,80111665.0,485,2000,Cand,R,Z
421,57272.0,41,2000,Cmte,L,Z
420,75995.0,10,2000,Cand,L,Z
419,27902.0,62,2000,Cand,I,Z
418,99866588.0,1146,2000,Cmte,D,Z
402,18357019.0,37722,2000,Cand,R,X
238,0.0,0,2000,Cmte,U,K
414,178054.0,362,2000,Cand,U,Y
413,29576416.0,44689,2000,Cmte,R,Y
426,275.0,1,2000,Cmte,R,h
410,345904.0,725,2000,Cand,L,Y
409,1000.0,1,2000,Cand,I,Y
408,23565600.0,18301,2000,Cmte,D,Y
423,22380203.0,524,2000,Cmte,R,Z
424,3000.0,3,2000,Cand,U,Z
407,11442519.0,17967,2000,Cand,D,Y
425,2000.0,2,2000,Cmte,R,g
405,675643.0,2074,2000,Cand,3,Y
404,112500.0,211,2000,Cand,U,X
264,0.0,0,2000,Cmte, ,J
265,0.0,0,2000,Cand, ,J
266,0.0,0,2000,Cmte,I,J
267,0.0,0,2000,Cand,I,J
268,0.0,0,2000,Cmte,U,J
403,43082002.0,65892,2000,Cmte,R,X
401,213829.0,416,2000,Cmte,L,X
400,338965.0,816,2000,Cand,L,X
399,450.0,4,2000,Cand,I,X
398,24222657.0,27433,2000,Cmte,D,X
429,7500.0,1,2000,Cmte,R,z
210,0.0,0,2000,Cmte,U,H
209,0.0,0,2000,Cmte,I,H
208,0.0,0,2000,Cand, ,H
207,0.0,0,2000,Cmte, ,H
184,0.0,0,2000,Cmte,U,F
183,0.0,0,2000,Cmte,I,F
412,17940426.0,29669,2000,Cand,R,Y
181,0.0,0,2000,Cmte, ,F
1016,0.0,0,2000,Cmte, ,k
1017,0.0,0,2000,Cand, ,k
384,21737399.0,8571,2000,Cmte,R,M
383,3876350.0,6215,2000,Cand,R,M
382,21361.0,47,2000,Cmte,L,M
381,82605.0,152,2000,Cand,L,M
428,8200.0,2,2000,Cmte,D,z
379,8104214.0,1448,2000,Cmte,D,M
427,1000.0,1,2000,Cand,D,k
386,85259.0,228,2000,Cand,3,T
397,10182390.0,21643,2000,Cand,D,X
396,455002.0,537,2000,Cmte,3,X
395,1131378.0,3409,2000,Cand,3,X
394,11100.0,23,2000,Cand,U,T
393,22828160.0,7473,2000,Cmte,R,T
392,4346958.0,6759,2000,Cand,R,T
391,39435.0,89,2000,Cmte,L,T
390,51380.0,96,2000,Cand,L,T
389,10799564.0,1800,2000,Cmte,D,T
295,0.0,0,2000,Cmte, ,M
296,0.0,0,2000,Cand, ,M
297,0.0,0,2000,Cmte,I,M
298,0.0,0,2000,Cmte,U,M
388,1312775.0,2057,2000,Cand,D,T
387,92681.0,61,2000,Cmte,3,T
385,30600.0,52,2000,Cand,U,M
422,0.0,0,2000,Cand, ,X
280,5493.0,14,2000,Cmte,L,A
424,0.0,0,2000,Cmte,U,X
884,0.0,0,2000,Cand,R,f
883,0.0,0,2000,Cmte,R,f
882,0.0,0,2000,Cand,3,f
881,0.0,0,2000,Cmte,3,f
880,0.0,0,2000,Cand,L,f
879,0.0,0,2000,Cmte,L,f
638,0.0,0,2000,Cmte, ,e
639,0.0,0,2000,Cand, ,e
640,0.0,0,2000,Cmte,D,e
641,0.0,0,2000,Cand,D,e
642,0.0,0,2000,Cmte,I,e
643,0.0,0,2000,Cand,I,e
644,0.0,0,2000,Cmte,L,e
645,0.0,0,2000,Cand,L,e
646,0.0,0,2000,Cmte,3,e
885,0.0,0,2000,Cmte,U,f
647,0.0,0,2000,Cand,3,e
886,0.0,0,2000,Cand,U,f
572,0.0,0,2000,Cmte,U,b
277,604678.0,1089,2000,Cand,D,A
276,17502.0,17,2000,Cmte,3,A
275,97387.0,259,2000,Cand,3,A
560,0.0,0,2000,Cmte, ,b
561,0.0,0,2000,Cand, ,b
562,0.0,0,2000,Cmte,D,b
563,0.0,0,2000,Cand,D,b
564,0.0,0,2000,Cmte,I,b
565,0.0,0,2000,Cand,I,b
566,0.0,0,2000,Cmte,L,b
567,0.0,0,2000,Cand,L,b
568,0.0,0,2000,Cmte,3,b
569,0.0,0,2000,Cand,3,b
570,0.0,0,2000,Cmte,R,b
571,0.0,0,2000,Cand,R,b
573,0.0,0,2000,Cand,U,b
278,4318407.0,1154,2000,Cmte,D,A
648,0.0,0,2000,Cmte,R,e
650,0.0,0,2000,Cmte,U,e
731,0.0,0,2000,Cmte,U,d
732,0.0,0,2000,Cand,U,d
801,0.0,0,2000,Cmte, ,g
802,0.0,0,2000,Cand, ,g
803,0.0,0,2000,Cmte,D,g
804,0.0,0,2000,Cand,D,g
805,0.0,0,2000,Cmte,I,g
806,0.0,0,2000,Cand,I,g
807,0.0,0,2000,Cmte,L,g
808,0.0,0,2000,Cand,L,g
809,0.0,0,2000,Cmte,3,g
810,0.0,0,2000,Cand,3,g
811,0.0,0,2000,Cand,R,g
812,0.0,0,2000,Cmte,U,g
813,0.0,0,2000,Cand,U,g
730,0.0,0,2000,Cand,R,d
649,0.0,0,2000,Cand,R,e
729,0.0,0,2000,Cmte,R,d
727,0.0,0,2000,Cmte,3,d
651,0.0,0,2000,Cand,U,e
878,0.0,0,2000,Cand,I,f
877,0.0,0,2000,Cmte,I,f
876,0.0,0,2000,Cand,D,f
875,0.0,0,2000,Cmte,D,f
874,0.0,0,2000,Cand, ,f
873,0.0,0,2000,Cmte, ,f
719,0.0,0,2000,Cmte, ,d
720,0.0,0,2000,Cand, ,d
721,0.0,0,2000,Cmte,D,d
722,0.0,0,2000,Cand,D,d
723,0.0,0,2000,Cmte,I,d
724,0.0,0,2000,Cand,I,d
725,0.0,0,2000,Cmte,L,d
726,0.0,0,2000,Cand,L,d
728,0.0,0,2000,Cand,3,d
423,0.0,0,2000,Cmte,I,X
279,36535.0,79,2000,Cand,L,A
281,2710911.0,4375,2000,Cand,R,A
320,28972691.0,6659,2000,Cmte,R,E
319,3697447.0,5588,2000,Cand,R,E
318,10488.0,26,2000,Cmte,L,E
317,38450.0,72,2000,Cand,L,E
316,8353573.0,1340,2000,Cmte,D,E
315,766935.0,1176,2000,Cand,D,E
314,481585.0,49,2000,Cmte,3,E
313,49185.0,123,2000,Cand,3,E
312,2500.0,4,2000,Cand,U,D
311,3769002.0,1050,2000,Cmte,R,D
310,424967.0,811,2000,Cand,R,D
309,7830.0,22,2000,Cmte,L,D
308,10850.0,26,2000,Cand,L,D
307,1735346.0,319,2000,Cmte,D,D
306,128810.0,236,2000,Cand,D,D
321,15850.0,21,2000,Cand,U,E
305,3100.0,8,2000,Cmte,3,D
446,0.0,0,2000,Cmte,U,Z
444,0.0,0,2000,Cand, ,Z
335,34516014.0,9319,2000,Cmte,D,G
334,7068601.0,10383,2000,Cand,D,G
333,188119.0,137,2000,Cmte,3,G
332,273135.0,647,2000,Cand,3,G
331,142875.0,249,2000,Cand,U,F
330,102440993.0,30699,2000,Cmte,R,F
329,25888569.0,39410,2000,Cand,R,F
328,242151.0,274,2000,Cmte,L,F
327,291398.0,523,2000,Cand,L,F
326,500.0,1,2000,Cand,I,F
325,78493659.0,13888,2000,Cmte,D,F
324,14535421.0,19893,2000,Cand,D,F
323,949575.0,267,2000,Cmte,3,F
322,269175.0,641,2000,Cand,3,F
443,0.0,0,2000,Cmte, ,Z
445,0.0,0,2000,Cmte,I,Z
1018,0.0,0,2000,Cmte,D,k
304,9950.0,30,2000,Cand,3,D
302,38091196.0,8282,2000,Cmte,R,C
491,0.0,0,2000,Cmte,L,c
492,0.0,0,2000,Cand,L,c
493,0.0,0,2000,Cmte,3,c
494,0.0,0,2000,Cand,3,c
495,0.0,0,2000,Cmte,R,c
496,0.0,0,2000,Cand,R,c
497,0.0,0,2000,Cmte,U,c
498,0.0,0,2000,Cand,U,c
288,563.0,2,2000,Cand,I,B
287,8577728.0,3126,2000,Cmte,D,B
286,2348821.0,3490,2000,Cand,D,B
285,38134.0,44,2000,Cmte,3,B
284,121620.0,317,2000,Cand,3,B
283,2950.0,8,2000,Cand,U,A
282,17209259.0,6982,2000,Cmte,R,A
490,0.0,0,2000,Cand,I,c
303,17800.0,26,2000,Cand,U,C
489,0.0,0,2000,Cmte,I,c
487,0.0,0,2000,Cmte,D,c
301,5791868.0,9119,2000,Cand,R,C
300,377792.0,384,2000,Cmte,L,C
299,177975.0,332,2000,Cand,L,C
298,450.0,2,2000,Cand,I,C
297,52420188.0,8086,2000,Cmte,D,C
296,6700564.0,9420,2000,Cand,D,C
295,414150.0,138,2000,Cmte,3,C
294,313043.0,682,2000,Cand,3,C
293,85559.0,155,2000,Cand,U,B
292,16527382.0,12504,2000,Cmte,R,B
291,6208564.0,9599,2000,Cand,R,B
290,45747.0,76,2000,Cmte,L,B
289,95863.0,191,2000,Cand,L,B
485,0.0,0,2000,Cmte, ,c
486,0.0,0,2000,Cand, ,c
488,0.0,0,2000,Cand,D,c
1019,0.0,0,2000,Cmte,I,k
406,514531.0,448,2000,Cmte,3,Y
1496,0.0,0,2000,Cmte,3,z
1263,0.0,0,2000,Cand,R,t
1262,0.0,0,2000,Cmte,R,t
1261,0.0,0,2000,Cand,3,t
1260,0.0,0,2000,Cmte,3,t
1259,0.0,0,2000,Cand,L,t
1258,0.0,0,2000,Cmte,L,t
1264,0.0,0,2000,Cmte,U,t
1257,0.0,0,2000,Cand,I,t
1175,0.0,0,2000,Cmte, ,m
1176,0.0,0,2000,Cand, ,m
1177,0.0,0,2000,Cmte,D,m
1178,0.0,0,2000,Cand,D,m
39,0.0,0,2000,Cmte, ,C
40,0.0,0,2000,Cand, ,C
1256,0.0,0,2000,Cmte,I,t
41,0.0,0,2000,Cmte,I,C
1265,0.0,0,2000,Cand,U,t
127,0.0,0,2000,Cmte,I,D
1026,0.0,0,2000,Cand,R,k
1027,0.0,0,2000,Cmte,U,k
1028,0.0,0,2000,Cand,U,k
1342,0.0,0,2000,Cmte,3,y
1341,0.0,0,2000,Cand,L,y
1340,0.0,0,2000,Cmte,L,y
125,0.0,0,2000,Cmte, ,D
1339,0.0,0,2000,Cand,I,y
1337,0.0,0,2000,Cand,D,y
1336,0.0,0,2000,Cmte,D,y
1335,0.0,0,2000,Cand, ,y
1334,0.0,0,2000,Cmte, ,y
129,0.0,0,2000,Cmte,U,D
128,0.0,0,2000,Cand,I,D
1338,0.0,0,2000,Cmte,I,y
1025,0.0,0,2000,Cmte,R,k
42,0.0,0,2000,Cmte,U,C
1180,0.0,0,2000,Cand,I,m
1498,0.0,0,2000,Cand,R,z
1499,0.0,0,2000,Cmte,U,z
93,0.0,0,2000,Cand, ,E
92,0.0,0,2000,Cmte, ,E
1500,0.0,0,2000,Cand,U,z
1184,0.0,0,2000,Cand,3,m
1497,0.0,0,2000,Cand,3,z
1185,0.0,0,2000,Cmte,R,m
1187,0.0,0,2000,Cmte,U,m
1188,0.0,0,2000,Cand,U,m
69,0.0,0,2000,Cmte,U,B
68,0.0,0,2000,Cmte,I,B
66,0.0,0,2000,Cmte, ,B
67,0.0,0,2000,Cand, ,B
1186,0.0,0,2000,Cand,R,m
1179,0.0,0,2000,Cmte,I,m
1183,0.0,0,2000,Cmte,3,m
1494,0.0,0,2000,Cmte,L,z
1181,0.0,0,2000,Cmte,L,m
1182,0.0,0,2000,Cand,L,m
96,0.0,0,2000,Cmte,U,E
95,0.0,0,2000,Cand,I,E
94,0.0,0,2000,Cmte,I,E
1255,0.0,0,2000,Cand,D,t
1495,0.0,0,2000,Cand,L,z
1254,0.0,0,2000,Cmte,D,t
1252,0.0,0,2000,Cmte, ,t
1489,0.0,0,2000,Cmte, ,z
1490,0.0,0,2000,Cand, ,z
1491,0.0,0,2000,Cand,D,z
1492,0.0,0,2000,Cmte,I,z
1493,0.0,0,2000,Cand,I,z
1253,0.0,0,2000,Cand, ,t
1024,0.0,0,2000,Cand,3,k
126,0.0,0,2000,Cand, ,D
1022,0.0,0,2000,Cand,L,k
158,0.0,0,2000,Cmte,I,G
157,0.0,0,2000,Cand, ,G
1417,0.0,0,2000,Cand,D,x
1347,0.0,0,2000,Cand,U,y
1418,0.0,0,2000,Cmte,I,x
1419,0.0,0,2000,Cand,I,x
1420,0.0,0,2000,Cmte,L,x
1421,0.0,0,2000,Cand,L,x
1422,0.0,0,2000,Cmte,3,x
1423,0.0,0,2000,Cand,3,x
1424,0.0,0,2000,Cmte,R,x
1425,0.0,0,2000,Cand,R,x
1426,0.0,0,2000,Cmte,U,x
159,0.0,0,2000,Cmte,U,G
1427,0.0,0,2000,Cand,U,x
1094,0.0,0,2000,Cmte, ,j
1095,0.0,0,2000,Cand, ,j
1096,0.0,0,2000,Cmte,D,j
1023,0.0,0,2000,Cmte,3,k
1107,0.0,0,2000,Cand,U,j
1106,0.0,0,2000,Cmte,U,j
1105,0.0,0,2000,Cand,R,j
1104,0.0,0,2000,Cmte,R,j
1103,0.0,0,2000,Cand,3,j
1102,0.0,0,2000,Cmte,3,j
1101,0.0,0,2000,Cand,L,j
1100,0.0,0,2000,Cmte,L,j
1099,0.0,0,2000,Cand,I,j
156,0.0,0,2000,Cmte, ,G
1098,0.0,0,2000,Cmte,I,j
1097,0.0,0,2000,Cand,D,j
1414,0.0,0,2000,Cmte, ,x
1415,0.0,0,2000,Cand, ,x
1416,0.0,0,2000,Cmte,D,x
11,0.0,0,2000,Cmte, ,A
12,0.0,0,2000,Cand, ,A
13,0.0,0,2000,Cmte,I,A
14,0.0,0,2000,Cand,I,A
15,0.0,0,2000,Cmte,U,A
1346,0.0,0,2000,Cmte,U,y
1345,0.0,0,2000,Cand,R,y
1344,0.0,0,2000,Cmte,R,y
1343,0.0,0,2000,Cand,3,y
1020,0.0,0,2000,Cand,I,k
1021,0.0,0,2000,Cmte,L,k
587,0.0,0,2004,Cand,U,b
586,0.0,0,2004,Cmte,U,b
563,820827.0,423,2004,Cand,R,Z
898,0.0,0,2004,Cand,U,f
562,1624.0,42,2004,Cmte,L,Z
1193,0.0,0,2004,Cmte,I,m
585,0.0,0,2004,Cand,R,b
1192,0.0,0,2004,Cand,D,m
574,0.0,0,2004,Cmte, ,b
1190,0.0,0,2004,Cand, ,m
1189,0.0,0,2004,Cmte, ,m
575,0.0,0,2004,Cand, ,b
